subEventName,positions,Goal,X,Y,Angle,Distance
Free kick shot,"[{'y': 63, 'x': 70}, {'y': 100, 'x': 100}]",0,70,63,11.230930694764641,32.69556544854363
Free kick shot,"[{'y': 26, 'x': 74}, {'y': 0, 'x': 0}]",0,74,26,8.423650656805105,35.38361202590826
Free kick shot,"[{'y': 61, 'x': 80}, {'y': 0, 'x': 0}]",0,80,61,15.334559265558072,22.825424421026653
Free kick shot,"[{'y': 15, 'x': 89}, {'y': 0, 'x': 0}]",0,89,15,3.339902966769419,36.68787265568828
Free kick shot,"[{'y': 50, 'x': 80}, {'y': 0, 'x': 0}]",0,80,50,19.90701493960184,20.0
Free kick shot,"[{'y': 21, 'x': 81}, {'y': 0, 'x': 0}]",0,81,21,6.443565078596425,34.66987164671943
Free kick shot,"[{'y': 42, 'x': 72}, {'y': 100, 'x': 100}]",0,72,42,13.272364395568335,29.120439557122072
Free kick shot,"[{'y': 67, 'x': 73}, {'y': 0, 'x': 0}]",0,73,67,10.620452008264744,31.906112267087632
Free kick shot,"[{'y': 76, 'x': 82}, {'y': 0, 'x': 0}]",0,82,76,7.233919837382118,31.622776601683793
Free kick shot,"[{'y': 75, 'x': 79}, {'y': 100, 'x': 100}]",0,79,75,7.90879298271562,32.64965543462902
Free kick shot,"[{'y': 73, 'x': 76}, {'y': 0, 'x': 0}]",0,76,73,8.711057528426304,33.24154027718932
Free kick shot,"[{'y': 57, 'x': 78}, {'y': 0, 'x': 0}]",0,78,57,16.457560884721776,23.08679276123039
Free kick shot,"[{'y': 66, 'x': 84}, {'y': 0, 'x': 0}]",0,84,66,12.551354906752746,22.627416997969522
Free kick shot,"[{'y': 45, 'x': 71}, {'y': 100, 'x': 100}]",0,71,45,13.435416226700983,29.427877939124322
Free kick shot,"[{'y': 78, 'x': 81}, {'y': 0, 'x': 0}]",0,81,78,6.666877583883325,33.83784863137726
Free kick shot,"[{'y': 46, 'x': 73}, {'y': 0, 'x': 0}]",0,73,46,14.526471805332474,27.294688127912362
Free kick shot,"[{'y': 37, 'x': 81}, {'y': 0, 'x': 0}]",0,81,37,14.552422790846881,23.021728866442675
Free kick shot,"[{'y': 47, 'x': 76}, {'y': 100, 'x': 100}]",0,76,47,16.41746398359413,24.186773244895647
Free kick shot,"[{'y': 68, 'x': 74}, {'y': 0, 'x': 0}]",0,74,68,10.414042189619714,31.622776601683793
Free kick shot,"[{'y': 74, 'x': 78}, {'y': 100, 'x': 100}]",0,78,74,8.329055578058036,32.55764119219941
Free kick shot,"[{'y': 32, 'x': 82}, {'y': 0, 'x': 0}]",0,82,32,11.336109870034493,25.45584412271571
Free kick shot,"[{'y': 54, 'x': 68}, {'y': 0, 'x': 0}]",0,68,54,12.31610609156318,32.2490309931942
Free kick shot,"[{'y': 61, 'x': 72}, {'y': 0, 'x': 0}]",0,72,61,12.373225250491904,30.083217912982647
Free kick shot,"[{'y': 38, 'x': 75}, {'y': 100, 'x': 100}]",0,75,38,13.117867021529502,27.730849247724095
Free kick shot,"[{'y': 24, 'x': 73}, {'y': 100, 'x': 100}]",0,73,24,7.793176203079506,37.48332962798263
Free kick shot,"[{'y': 18, 'x': 86}, {'y': 0, 'x': 0}]",0,86,18,4.689457091573005,34.92849839314596
Free kick shot,"[{'y': 29, 'x': 77}, {'y': 0, 'x': 0}]",0,77,29,9.631749057044345,31.144823004794873
Free kick shot,"[{'y': 39, 'x': 70}, {'y': 100, 'x': 100}]",0,70,39,11.830602299240685,31.953090617340916
Free kick shot,"[{'y': 32, 'x': 74}, {'y': 0, 'x': 0}]",0,74,32,10.525994695866629,31.622776601683793
Free kick shot,"[{'y': 66, 'x': 80}, {'y': 0, 'x': 0}]",0,80,66,12.215936299601307,25.612496949731394
Free kick shot,"[{'y': 32, 'x': 74}, {'y': 100, 'x': 100}]",0,74,32,10.525994695866629,31.622776601683793
Free kick shot,"[{'y': 81, 'x': 94}, {'y': 100, 'x': 100}]",0,94,81,2.4264079981324618,31.575306807693888
Free kick shot,"[{'y': 29, 'x': 76}, {'y': 100, 'x': 100}]",0,76,29,9.578400321061896,31.89043743820395
Free kick shot,"[{'y': 33, 'x': 70}, {'y': 100, 'x': 100}]",0,70,33,10.190310394848957,34.48187929913333
Free kick shot,"[{'y': 38, 'x': 76}, {'y': 0, 'x': 0}]",0,76,38,13.4569037162209,26.832815729997478
Free kick shot,"[{'y': 17, 'x': 90}, {'y': 0, 'x': 0}]",0,90,17,3.4430175561314593,34.48187929913333
Free kick shot,"[{'y': 27, 'x': 77}, {'y': 100, 'x': 100}]",0,77,27,8.834733656524756,32.526911934581186
Free kick shot,"[{'y': 70, 'x': 75}, {'y': 100, 'x': 100}]",0,75,70,9.774850435769972,32.01562118716424
Free kick shot,"[{'y': 73, 'x': 73}, {'y': 0, 'x': 0}]",0,73,73,8.604547727940263,35.4682957019364
Free kick shot,"[{'y': 63, 'x': 71}, {'y': 0, 'x': 0}]",0,71,63,11.489106256676681,31.78049716414141
Free kick shot,"[{'y': 29, 'x': 78}, {'y': 0, 'x': 0}]",0,78,29,9.669644609768213,30.4138126514911
Free kick shot,"[{'y': 47, 'x': 69}, {'y': 0, 'x': 0}]",1,69,47,12.813655865963002,31.144823004794873
Free kick shot,"[{'y': 30, 'x': 73}, {'y': 100, 'x': 100}]",0,73,30,9.684169212048815,33.60059523282288
Free kick shot,"[{'y': 41, 'x': 75}, {'y': 0, 'x': 0}]",0,75,41,14.25060341586167,26.570660511172846
Free kick shot,"[{'y': 76, 'x': 78}, {'y': 100, 'x': 100}]",0,78,76,7.612815454935447,34.058772731852805
Free kick shot,"[{'y': 76, 'x': 79}, {'y': 100, 'x': 100}]",0,79,76,7.54840560842111,33.421549934136806
Free kick shot,"[{'y': 80, 'x': 76}, {'y': 0, 'x': 0}]",0,76,80,6.526374606292755,38.41874542459709
Free kick shot,"[{'y': 25, 'x': 71}, {'y': 100, 'x': 100}]",0,71,25,8.012801204577716,38.28837943815329
Free kick shot,"[{'y': 52, 'x': 82}, {'y': 0, 'x': 0}]",1,82,52,21.77627000541753,18.110770276274835
Free kick shot,"[{'y': 16, 'x': 95}, {'y': 100, 'x': 100}]",0,95,16,1.7354015323509713,34.36568055487916
Free kick shot,"[{'y': 19, 'x': 77}, {'y': 0, 'x': 0}]",0,77,19,6.27482093096348,38.600518131237564
Free kick shot,"[{'y': 26, 'x': 77}, {'y': 100, 'x': 100}]",0,77,26,8.460271046139939,33.24154027718932
Free kick shot,"[{'y': 50, 'x': 74}, {'y': 100, 'x': 100}]",0,74,50,15.37639892344951,26.0
Free kick shot,"[{'y': 73, 'x': 74}, {'y': 100, 'x': 100}]",0,74,73,8.65122577939425,34.713109915419565
Free kick shot,"[{'y': 42, 'x': 76}, {'y': 100, 'x': 100}]",0,76,42,15.079539068796915,25.298221281347036
Free kick shot,"[{'y': 75, 'x': 78}, {'y': 0, 'x': 0}]",0,78,75,7.962061233261944,33.301651610693426
Free kick shot,"[{'y': 52, 'x': 80}, {'y': 0, 'x': 0}]",0,80,52,19.691637470941572,20.09975124224178
Free kick shot,"[{'y': 31, 'x': 81}, {'y': 100, 'x': 100}]",0,81,31,10.728079267032008,26.870057685088806
Free kick shot,"[{'y': 53, 'x': 70}, {'y': 100, 'x': 100}]",0,70,53,13.20419026907298,30.14962686336267
Free kick shot,"[{'y': 70, 'x': 75}, {'y': 100, 'x': 100}]",0,75,70,9.774850435769972,32.01562118716424
Free kick shot,"[{'y': 28, 'x': 69}, {'y': 100, 'x': 100}]",0,69,28,8.676274058705339,38.01315561749642
Free kick shot,"[{'y': 32, 'x': 77}, {'y': 100, 'x': 100}]",0,77,32,10.940082910274224,29.206163733020468
Free kick shot,"[{'y': 21, 'x': 78}, {'y': 100, 'x': 100}]",0,78,21,6.754382722800921,36.40054944640259
Free kick shot,"[{'y': 83, 'x': 85}, {'y': 100, 'x': 100}]",0,85,83,4.590059595184111,36.24913792078372
Free kick shot,"[{'y': 33, 'x': 68}, {'y': 0, 'x': 0}]",0,68,33,9.836522790717995,36.235341863986875
Free kick shot,"[{'y': 60, 'x': 74}, {'y': 0, 'x': 0}]",1,74,60,13.390504078157454,27.85677655436824
Free kick shot,"[{'y': 29, 'x': 79}, {'y': 0, 'x': 0}]",0,79,29,9.689420673630293,29.698484809834994
Free kick shot,"[{'y': 32, 'x': 81}, {'y': 0, 'x': 0}]",0,81,32,11.303287938232648,26.1725046566048
Free kick shot,"[{'y': 53, 'x': 75}, {'y': 100, 'x': 100}]",0,75,53,15.742153925914623,25.179356624028344
Free kick shot,"[{'y': 50, 'x': 72}, {'y': 0, 'x': 0}]",0,72,50,14.289927269254434,28.0
Free kick shot,"[{'y': 78, 'x': 77}, {'y': 0, 'x': 0}]",0,77,78,7.031147354389095,36.235341863986875
Free kick shot,"[{'y': 64, 'x': 75}, {'y': 0, 'x': 0}]",0,75,64,12.182779891412025,28.653097563788805
Free kick shot,"[{'y': 72, 'x': 71}, {'y': 100, 'x': 100}]",0,71,72,8.772056503191026,36.40054944640259
Free kick shot,"[{'y': 26, 'x': 74}, {'y': 0, 'x': 0}]",0,74,26,8.423650656805105,35.38361202590826
Free kick shot,"[{'y': 64, 'x': 74}, {'y': 0, 'x': 0}]",0,74,64,11.929665550220525,29.5296461204668
Free kick shot,"[{'y': 34, 'x': 80}, {'y': 100, 'x': 100}]",1,80,34,12.393857590777772,25.612496949731394
Free kick shot,"[{'y': 36, 'x': 72}, {'y': 0, 'x': 0}]",0,72,36,11.530444978740064,31.304951684997057
Free kick shot,"[{'y': 66, 'x': 73}, {'y': 100, 'x': 100}]",0,73,66,10.973608928916628,31.38470965295043
Free kick shot,"[{'y': 82, 'x': 84}, {'y': 0, 'x': 0}]",0,84,82,5.025396357954001,35.77708763999664
Free kick shot,"[{'y': 47, 'x': 73}, {'y': 100, 'x': 100}]",0,73,47,14.654997216850395,27.16615541441225
Free kick shot,"[{'y': 61, 'x': 70}, {'y': 0, 'x': 0}]",0,70,61,11.755600278119676,31.953090617340916
Free kick shot,"[{'y': 73, 'x': 77}, {'y': 0, 'x': 0}]",0,77,73,8.720699202653599,32.526911934581186
Free kick shot,"[{'y': 35, 'x': 78}, {'y': 100, 'x': 100}]",0,78,35,12.577485483003525,26.627053911388696
Free kick shot,"[{'y': 53, 'x': 75}, {'y': 0, 'x': 0}]",0,75,53,15.742153925914623,25.179356624028344
Free kick shot,"[{'y': 40, 'x': 80}, {'y': 0, 'x': 0}]",0,80,40,16.154308309336542,22.360679774997898
Free kick shot,"[{'y': 48, 'x': 79}, {'y': 0, 'x': 0}]",0,79,48,18.83805683898126,21.095023109728988
Free kick shot,"[{'y': 37, 'x': 73}, {'y': 0, 'x': 0}]",0,73,37,12.13092915884168,29.966648127543394
Free kick shot,"[{'y': 42, 'x': 77}, {'y': 0, 'x': 0}]",0,77,42,15.599546759867316,24.351591323771842
Free kick shot,"[{'y': 19, 'x': 75}, {'y': 100, 'x': 100}]",0,75,19,6.400873686170952,39.824615503479755
Free kick shot,"[{'y': 8, 'x': 69}, {'y': 0, 'x': 0}]",0,69,8,4.607904471366321,52.20153254455275
Free kick shot,"[{'y': 40, 'x': 70}, {'y': 0, 'x': 0}]",0,70,40,12.072076624392109,31.622776601683793
Free kick shot,"[{'y': 61, 'x': 72}, {'y': 0, 'x': 0}]",0,72,61,12.373225250491904,30.083217912982647
Free kick shot,"[{'y': 61, 'x': 75}, {'y': 0, 'x': 0}]",0,75,61,13.394207390501128,27.313000567495326
Free kick shot,"[{'y': 67, 'x': 68}, {'y': 0, 'x': 0}]",0,68,67,9.761170628663244,36.235341863986875
Free kick shot,"[{'y': 47, 'x': 76}, {'y': 0, 'x': 0}]",0,76,47,16.41746398359413,24.186773244895647
Free kick shot,"[{'y': 30, 'x': 81}, {'y': 100, 'x': 100}]",0,81,30,10.181074266848656,27.586228448267445
Free kick shot,"[{'y': 41, 'x': 67}, {'y': 0, 'x': 0}]",0,67,41,11.341387253562221,34.20526275297414
Free kick shot,"[{'y': 64, 'x': 75}, {'y': 100, 'x': 100}]",0,75,64,12.182779891412025,28.653097563788805
Free kick shot,"[{'y': 26, 'x': 82}, {'y': 0, 'x': 0}]",0,82,26,8.166699492666911,30.0
Free kick shot,"[{'y': 40, 'x': 74}, {'y': 100, 'x': 100}]",0,74,40,13.492273771940878,27.85677655436824
Free kick shot,"[{'y': 67, 'x': 83}, {'y': 100, 'x': 100}]",0,83,67,11.808960392380746,24.041630560342615
Free kick shot,"[{'y': 17, 'x': 89}, {'y': 100, 'x': 100}]",0,89,17,3.7196109195062483,34.785054261852174
Free kick shot,"[{'y': 64, 'x': 76}, {'y': 0, 'x': 0}]",0,76,64,12.437567752530981,27.784887978899608
Free kick shot,"[{'y': 67, 'x': 80}, {'y': 100, 'x': 100}]",0,80,67,11.635965277708603,26.248809496813376
Free kick shot,"[{'y': 34, 'x': 78}, {'y': 100, 'x': 100}]",0,78,34,12.059314094743202,27.202941017470888
Free kick shot,"[{'y': 18, 'x': 89}, {'y': 0, 'x': 0}]",0,89,18,3.933236976625408,33.83784863137726
Free kick shot,"[{'y': 48, 'x': 70}, {'y': 100, 'x': 100}]",0,70,48,13.29709642802569,30.066592756745816
Free kick shot,"[{'y': 59, 'x': 69}, {'y': 100, 'x': 100}]",0,69,59,11.903118660337338,32.28002478313795
Free kick shot,"[{'y': 32, 'x': 75}, {'y': 0, 'x': 0}]",0,75,32,10.671994682732274,30.805843601498726
Free kick shot,"[{'y': 67, 'x': 72}, {'y': 0, 'x': 0}]",0,72,67,10.449328439187932,32.7566787083184
Free kick shot,"[{'y': 45, 'x': 71}, {'y': 100, 'x': 100}]",0,71,45,13.435416226700983,29.427877939124322
Free kick shot,"[{'y': 88, 'x': 90}, {'y': 100, 'x': 100}]",0,90,88,2.6047476929422992,39.293765408777
Free kick shot,"[{'y': 47, 'x': 75}, {'y': 0, 'x': 0}]",0,75,47,15.78552597438893,25.179356624028344
Free kick shot,"[{'y': 54, 'x': 81}, {'y': 100, 'x': 100}]",0,81,54,20.027983392524252,19.4164878389476
Free kick shot,"[{'y': 62, 'x': 80}, {'y': 100, 'x': 100}]",0,80,62,14.696599549417707,23.323807579381203
Free kick shot,"[{'y': 72, 'x': 82}, {'y': 100, 'x': 100}]",0,82,72,8.950375522495648,28.42534080710379
Free kick shot,"[{'y': 69, 'x': 82}, {'y': 0, 'x': 0}]",0,82,69,10.551068800322735,26.1725046566048
Free kick shot,"[{'y': 37, 'x': 75}, {'y': 0, 'x': 0}]",0,75,37,12.715047406890196,28.178005607210743
Free kick shot,"[{'y': 30, 'x': 64}, {'y': 0, 'x': 0}]",0,64,30,8.566321101375962,41.182520563948
Free kick shot,"[{'y': 38, 'x': 70}, {'y': 0, 'x': 0}]",0,70,38,11.57651577597713,32.31098884280702
Free kick shot,"[{'y': 19, 'x': 89}, {'y': 0, 'x': 0}]",0,89,19,4.165007658153574,32.89376840679705
Free kick shot,"[{'y': 69, 'x': 73}, {'y': 100, 'x': 100}]",0,73,69,9.923401684325613,33.015148038438355
Free kick shot,"[{'y': 48, 'x': 67}, {'y': 0, 'x': 0}]",0,67,48,12.105381297172285,33.06055050963308
Free kick shot,"[{'y': 28, 'x': 79}, {'y': 0, 'x': 0}]",0,79,28,9.240874024554778,30.4138126514911
Free kick shot,"[{'y': 73, 'x': 74}, {'y': 0, 'x': 0}]",0,74,73,8.65122577939425,34.713109915419565
Free kick shot,"[{'y': 75, 'x': 79}, {'y': 0, 'x': 0}]",0,79,75,7.90879298271562,32.64965543462902
Free kick shot,"[{'y': 23, 'x': 81}, {'y': 0, 'x': 0}]",1,81,23,7.108122063996464,33.015148038438355
Free kick shot,"[{'y': 53, 'x': 73}, {'y': 100, 'x': 100}]",0,73,53,14.620249962628495,27.16615541441225
Free kick shot,"[{'y': 32, 'x': 75}, {'y': 100, 'x': 100}]",0,75,32,10.671994682732274,30.805843601498726
Free kick shot,"[{'y': 67, 'x': 75}, {'y': 0, 'x': 0}]",0,75,67,10.953444968502632,30.23243291566195
Free kick shot,"[{'y': 72, 'x': 79}, {'y': 100, 'x': 100}]",0,79,72,9.110427950630609,30.4138126514911
Free kick shot,"[{'y': 23, 'x': 68}, {'y': 0, 'x': 0}]",0,68,23,7.387454390868486,41.86884283091664
Free kick shot,"[{'y': 43, 'x': 72}, {'y': 0, 'x': 0}]",0,72,43,13.502048294598566,28.861739379323623
Free kick shot,"[{'y': 43, 'x': 83}, {'y': 0, 'x': 0}]",1,83,43,20.24326279567704,18.384776310850235
Free kick shot,"[{'y': 9, 'x': 92}, {'y': 100, 'x': 100}]",0,92,9,1.869672333547947,41.773197148410844
Free kick shot,"[{'y': 74, 'x': 74}, {'y': 100, 'x': 100}]",0,74,74,8.327741229921843,35.38361202590826
Free kick shot,"[{'y': 32, 'x': 78}, {'y': 0, 'x': 0}]",0,78,32,11.057327378067441,28.42534080710379
Free kick shot,"[{'y': 34, 'x': 80}, {'y': 0, 'x': 0}]",0,80,34,12.393857590777772,25.612496949731394
Free kick shot,"[{'y': 81, 'x': 83}, {'y': 0, 'x': 0}]",0,83,81,5.466643345173576,35.35533905932738
Free kick shot,"[{'y': 48, 'x': 81}, {'y': 100, 'x': 100}]",0,81,48,20.747201470716963,19.1049731745428
Free kick shot,"[{'y': 55, 'x': 72}, {'y': 0, 'x': 0}]",0,72,55,13.834025277565582,28.442925306655784
Free kick shot,"[{'y': 29, 'x': 81}, {'y': 0, 'x': 0}]",0,81,29,9.662374431731964,28.319604517012593
Free kick shot,"[{'y': 37, 'x': 79}, {'y': 0, 'x': 0}]",0,79,37,13.942612634762977,24.698178070456937
Free kick shot,"[{'y': 33, 'x': 75}, {'y': 100, 'x': 100}]",0,75,33,11.074990337077837,30.23243291566195
Free kick shot,"[{'y': 42, 'x': 72}, {'y': 0, 'x': 0}]",0,72,42,13.272364395568335,29.120439557122072
Free kick shot,"[{'y': 91, 'x': 86}, {'y': 100, 'x': 100}]",0,86,91,2.997274638463453,43.32435804486894
Free kick shot,"[{'y': 22, 'x': 76}, {'y': 100, 'x': 100}]",0,76,22,7.169964697483485,36.87817782917155
Free kick shot,"[{'y': 63, 'x': 75}, {'y': 0, 'x': 0}]",0,75,63,12.592849314372922,28.178005607210743
Free kick shot,"[{'y': 61, 'x': 72}, {'y': 100, 'x': 100}]",0,72,61,12.373225250491904,30.083217912982647
Free kick shot,"[{'y': 26, 'x': 72}, {'y': 100, 'x': 100}]",0,72,26,8.341924221310869,36.87817782917155
Free kick shot,"[{'y': 73, 'x': 79}, {'y': 100, 'x': 100}]",0,79,73,8.689267699434001,31.144823004794873
Free kick shot,"[{'y': 62, 'x': 69}, {'y': 100, 'x': 100}]",0,69,62,11.227470341649113,33.24154027718932
Free kick shot,"[{'y': 65, 'x': 76}, {'y': 0, 'x': 0}]",0,76,65,11.991680512584182,28.30194339616981
Free kick shot,"[{'y': 39, 'x': 75}, {'y': 0, 'x': 0}]",1,75,39,13.51082065739778,27.313000567495326
Free kick shot,"[{'y': 57, 'x': 75}, {'y': 0, 'x': 0}]",0,75,57,14.809345888982511,25.96150997149434
Free kick shot,"[{'y': 74, 'x': 79}, {'y': 100, 'x': 100}]",0,79,74,8.288878285920273,31.89043743820395
Free kick shot,"[{'y': 53, 'x': 69}, {'y': 100, 'x': 100}]",0,69,53,12.79038736099321,31.144823004794873
Free kick shot,"[{'y': 44, 'x': 72}, {'y': 100, 'x': 100}]",0,72,44,13.706856257394602,28.635642126552707
Free kick shot,"[{'y': 30, 'x': 68}, {'y': 100, 'x': 100}]",0,68,30,9.079451471015844,37.73592452822641
Free kick shot,"[{'y': 60, 'x': 74}, {'y': 100, 'x': 100}]",0,74,60,13.390504078157454,27.85677655436824
Free kick shot,"[{'y': 52, 'x': 69}, {'y': 0, 'x': 0}]",0,69,52,12.859139299686888,31.064449134018133
Free kick shot,"[{'y': 77, 'x': 75}, {'y': 100, 'x': 100}]",0,75,77,7.407984396691705,36.796738985948195
Free kick shot,"[{'y': 47, 'x': 68}, {'y': 0, 'x': 0}]",0,68,47,12.422608759739186,32.14031735997639
Free kick shot,"[{'y': 58, 'x': 76}, {'y': 0, 'x': 0}]",0,76,58,14.96984124544673,25.298221281347036
Free kick shot,"[{'y': 66, 'x': 75}, {'y': 100, 'x': 100}]",1,75,66,11.360349586954241,29.68164415931166
Free kick shot,"[{'y': 39, 'x': 70}, {'y': 0, 'x': 0}]",0,70,39,11.830602299240685,31.953090617340916
Free kick shot,"[{'y': 29, 'x': 79}, {'y': 0, 'x': 0}]",0,79,29,9.689420673630293,29.698484809834994
Free kick shot,"[{'y': 41, 'x': 69}, {'y': 0, 'x': 0}]",0,69,41,11.963906555714088,32.28002478313795
Free kick shot,"[{'y': 63, 'x': 80}, {'y': 0, 'x': 0}]",0,80,63,14.060231228552698,23.853720883753127
Free kick shot,"[{'y': 32, 'x': 73}, {'y': 0, 'x': 0}]",0,73,32,10.374644861398439,32.449961479175904
Free kick shot,"[{'y': 24, 'x': 80}, {'y': 100, 'x': 100}]",0,80,24,7.574010352036729,32.802438933713454
Free kick shot,"[{'y': 68, 'x': 82}, {'y': 0, 'x': 0}]",0,82,68,11.149966282498875,25.45584412271571
Free kick shot,"[{'y': 42, 'x': 73}, {'y': 100, 'x': 100}]",0,73,42,13.686819399742335,28.160255680657446
Free kick shot,"[{'y': 43, 'x': 74}, {'y': 100, 'x': 100}]",0,74,43,14.40516737681107,26.92582403567252
Free kick shot,"[{'y': 66, 'x': 68}, {'y': 0, 'x': 0}]",0,68,66,10.01150593885603,35.77708763999664
Free kick shot,"[{'y': 46, 'x': 81}, {'y': 0, 'x': 0}]",0,81,46,20.14961104185381,19.4164878389476
Free kick shot,"[{'y': 63, 'x': 76}, {'y': 0, 'x': 0}]",0,76,63,12.883408934613684,27.294688127912362
Free kick shot,"[{'y': 83, 'x': 81}, {'y': 100, 'x': 100}]",0,81,83,5.2642870910855395,38.07886552931954
Free kick shot,"[{'y': 51, 'x': 70}, {'y': 0, 'x': 0}]",1,70,51,13.327387259069221,30.01666203960727
Free kick shot,"[{'y': 28, 'x': 80}, {'y': 100, 'x': 100}]",0,80,28,9.218326648428913,29.732137494637012
Free kick shot,"[{'y': 46, 'x': 71}, {'y': 100, 'x': 100}]",0,71,46,13.568892133436478,29.274562336608895
Free kick shot,"[{'y': 27, 'x': 70}, {'y': 0, 'x': 0}]",0,70,27,8.496168543530926,37.8021163428716
Free kick shot,"[{'y': 30, 'x': 76}, {'y': 100, 'x': 100}]",0,76,30,9.977440952357545,31.240998703626616
Free kick shot,"[{'y': 42, 'x': 76}, {'y': 0, 'x': 0}]",0,76,42,15.079539068796915,25.298221281347036
Free kick shot,"[{'y': 43, 'x': 77}, {'y': 0, 'x': 0}]",0,77,43,15.98587215877117,24.041630560342615
Free kick shot,"[{'y': 70, 'x': 72}, {'y': 0, 'x': 0}]",0,72,70,9.475398957658955,34.40930106817051
Free kick shot,"[{'y': 73, 'x': 80}, {'y': 0, 'x': 0}]",0,80,73,8.64355657715205,30.479501308256342
Free kick shot,"[{'y': 51, 'x': 74}, {'y': 100, 'x': 100}]",0,74,51,15.347758594564374,26.019223662515376
Free kick shot,"[{'y': 93, 'x': 74}, {'y': 0, 'x': 0}]",0,74,93,4.133460201679349,50.24937810560445
Free kick shot,"[{'y': 57, 'x': 75}, {'y': 100, 'x': 100}]",0,75,57,14.809345888982511,25.96150997149434
Free kick shot,"[{'y': 33, 'x': 77}, {'y': 100, 'x': 100}]",0,77,33,11.402079541406215,28.600699292150182
Free kick shot,"[{'y': 74, 'x': 81}, {'y': 0, 'x': 0}]",0,81,74,8.145230436860944,30.610455730027933
Free kick shot,"[{'y': 47, 'x': 69}, {'y': 0, 'x': 0}]",0,69,47,12.813655865963002,31.144823004794873
Free kick shot,"[{'y': 33, 'x': 79}, {'y': 100, 'x': 100}]",0,79,33,11.688214219586307,27.018512172212592
Free kick shot,"[{'y': 29, 'x': 74}, {'y': 100, 'x': 100}]",0,74,29,9.434554679087295,33.421549934136806
Free kick shot,"[{'y': 36, 'x': 77}, {'y': 0, 'x': 0}]",0,77,36,12.837844565960275,26.92582403567252
Free kick shot,"[{'y': 54, 'x': 70}, {'y': 100, 'x': 100}]",0,70,54,13.101358360717072,30.265491900843113
Free kick shot,"[{'y': 70, 'x': 73}, {'y': 100, 'x': 100}]",0,73,70,9.582589525174171,33.60059523282288
Free kick shot,"[{'y': 53, 'x': 76}, {'y': 100, 'x': 100}]",0,76,53,16.368706766319516,24.186773244895647
Free kick shot,"[{'y': 37, 'x': 70}, {'y': 0, 'x': 0}]",1,70,37,11.312000501129207,32.69556544854363
Free kick shot,"[{'y': 39, 'x': 81}, {'y': 0, 'x': 0}]",0,81,39,15.959270538926447,21.95449840010015
Free kick shot,"[{'y': 47, 'x': 76}, {'y': 0, 'x': 0}]",0,76,47,16.41746398359413,24.186773244895647
Free kick shot,"[{'y': 44, 'x': 70}, {'y': 0, 'x': 0}]",0,70,44,12.867881309325279,30.59411708155671
Free kick shot,"[{'y': 32, 'x': 65}, {'y': 0, 'x': 0}]",0,65,32,9.115506967918838,39.35733730830886
Free kick shot,"[{'y': 66, 'x': 75}, {'y': 0, 'x': 0}]",0,75,66,11.360349586954241,29.68164415931166
Free kick shot,"[{'y': 59, 'x': 78}, {'y': 0, 'x': 0}]",0,78,59,15.53958218868869,23.769728648009426
Free kick shot,"[{'y': 59, 'x': 75}, {'y': 100, 'x': 100}]",0,75,59,14.144553701824174,26.570660511172846
Free kick shot,"[{'y': 11, 'x': 85}, {'y': 100, 'x': 100}]",0,85,11,3.4992648033934026,41.78516483155236
Free kick shot,"[{'y': 49, 'x': 70}, {'y': 100, 'x': 100}]",0,70,49,13.336066686943044,30.01666203960727
Free kick shot,"[{'y': 9, 'x': 93}, {'y': 0, 'x': 0}]",0,93,9,1.6504818955132534,41.593268686170845
Free kick shot,"[{'y': 32, 'x': 73}, {'y': 0, 'x': 0}]",0,73,32,10.374644861398439,32.449961479175904
Free kick shot,"[{'y': 50, 'x': 69}, {'y': 100, 'x': 100}]",0,69,50,12.919402506274997,31.0
Free kick shot,"[{'y': 76, 'x': 76}, {'y': 100, 'x': 100}]",0,76,76,7.691477811048377,35.38361202590826
Free kick shot,"[{'y': 67, 'x': 75}, {'y': 100, 'x': 100}]",0,75,67,10.953444968502632,30.23243291566195
Free kick shot,"[{'y': 35, 'x': 78}, {'y': 0, 'x': 0}]",0,78,35,12.577485483003525,26.627053911388696
Free kick shot,"[{'y': 50, 'x': 72}, {'y': 100, 'x': 100}]",0,72,50,14.289927269254434,28.0
Free kick shot,"[{'y': 32, 'x': 74}, {'y': 100, 'x': 100}]",0,74,32,10.525994695866629,31.622776601683793
Free kick shot,"[{'y': 31, 'x': 78}, {'y': 0, 'x': 0}]",0,78,31,10.577956594305643,29.068883707497267
Free kick shot,"[{'y': 76, 'x': 79}, {'y': 0, 'x': 0}]",0,79,76,7.54840560842111,33.421549934136806
Free kick shot,"[{'y': 46, 'x': 65}, {'y': 100, 'x': 100}]",0,65,46,11.318886942268659,35.22782990761707
Free kick shot,"[{'y': 29, 'x': 53}, {'y': 0, 'x': 0}]",0,53,29,7.146769341481663,51.478150704935004
Free kick shot,"[{'y': 45, 'x': 75}, {'y': 100, 'x': 100}]",0,75,45,15.421817322477178,25.495097567963924
Free kick shot,"[{'y': 48, 'x': 71}, {'y': 100, 'x': 100}]",0,71,48,13.747780596710276,29.068883707497267
Free kick shot,"[{'y': 42, 'x': 67}, {'y': 0, 'x': 0}]",0,67,42,11.503371686496811,33.95585369269929
Free kick shot,"[{'y': 27, 'x': 74}, {'y': 100, 'x': 100}]",0,74,27,8.750356565978523,34.713109915419565
