,Team,Player,Event,X,Y
492,Boston Bolts U14,First Time,Shot,85.0,48.0
493,Boston Bolts U14,Normal,Shot,73.0,58.0
494,Boston Bolts U14,Normal,Goal,93.0,40.0
495,Boston Bolts U14,Normal,SOT,87.0,41.0
496,Boston Bolts U14,Normal,Shot,88.0,68.0
497,Boston Bolts U14,Normal,SOT,82.0,51.0
498,Boston Bolts U14,Normal,SOT,79.0,65.0
499,Boston Bolts U14,Normal,SOT,92.0,64.0
500,Boston Bolts U14,Normal,Shot,85.0,52.0
501,Boston Bolts U14,First Time,SOT,90.0,32.0
502,Boston Bolts U14,First Time,SOT,93.0,43.0
503,Boston Bolts U14,Normal,Goal,95.0,56.0
504,Boston Bolts U14,Normal,SOT,84.0,44.0
505,Boston Bolts U14,First Time,Shot,74.0,39.0
506,Boston Bolts U14,Normal,SOT,79.0,57.0
507,Boston Bolts U14,Normal,Blocked,74.0,54.0
508,Boston Bolts U14,Normal,Goal,93.0,54.0
509,Boston Bolts U14,Normal,SOT,87.0,55.0
510,Boston Bolts U14,Normal,Goal,94.0,58.0
511,Boston Bolts U14,First Time,Shot,76.0,36.0
512,Boston Bolts U14,Volley,Goal,95.0,50.0
513,Boston Bolts U14,Volley,Shot,84.0,42.0
514,Boston Bolts U14,Normal,SOT,68.0,68.0
515,Boston Bolts U14,First Time,SOT,89.0,80.0
516,Boston Bolts U14,Normal,Goal,92.0,67.0
517,Boston Bolts U14,Normal,SOT,80.0,46.0
518,Boston Bolts U14,Normal,SOT,74.0,60.0
519,Boston Bolts U14,Normal,SOT,80.0,50.0
520,Boston Bolts U14,Normal,Shot,79.0,63.0
521,Boston Bolts U14,First Time,Shot,87.0,56.0
522,Boston Bolts U14,Normal,Goal,84.0,50.0
523,Boston Bolts U14,Volley,Shot,93.0,54.0
524,Boston Bolts U14,First Time,Goal,94.0,43.0
525,Boston Bolts U14,First Time,Goal,95.0,47.0
526,Boston Bolts U14,Normal,Shot,85.0,33.0
527,Boston Bolts U14,Normal,Shot,70.0,43.0
528,Boston Bolts U14,Normal,Shot,93.0,42.0
529,Boston Bolts U14,Normal,Blocked,92.0,61.0
530,Boston Bolts U14,Volley,Goal,93.0,58.0
531,Boston Bolts U14,Normal,Goal,92.0,66.0
532,Boston Bolts U14,First Time,Shot,86.0,47.0
533,Boston Bolts U14,Volley,Shot,77.0,47.0
534,Boston Bolts U14,1 on 1,Goal,91.0,48.0
535,Boston Bolts U14,Normal,Goal,91.0,63.0
536,Boston Bolts U14,Normal,Shot,74.0,55.0
537,Boston Bolts U14,Normal,Shot,78.0,57.0
538,Boston Bolts U14,Normal,Shot,79.0,56.0
539,Boston Bolts U14,Volley,Shot,80.0,53.0
540,Boston Bolts U14,Normal,SOT,92.0,54.0
541,Boston Bolts U14,Normal,SOT,71.0,51.0
542,Boston Bolts U14,Normal,SOT,89.0,62.0
543,Boston Bolts U14,Normal,SOT,71.0,47.0
544,Boston Bolts U14,Volley,Shot,84.0,72.0
545,Boston Bolts U14,First Time,Goal,94.0,44.0
546,Boston Bolts U14,Normal,Goal,96.0,52.0
547,Boston Bolts U14,Normal,Goal,93.0,67.0
548,Boston Bolts U14,Normal,SOT,94.0,41.0
549,Boston Bolts U14,Normal,SOT,90.0,66.0
550,Boston Bolts U14,Normal,Shot,76.0,39.0
551,Boston Bolts U14,First Time,SOT,93.0,46.0
552,Boston Bolts U14,First Time,Goal,87.0,36.0
553,Boston Bolts U14,Normal,Goal,92.0,40.0
554,Boston Bolts U14,Normal,SOT,83.0,39.0
555,Boston Bolts U14,First Time,Goal,98.0,56.0
556,Boston Bolts U14,Normal,Shot,97.0,43.0
557,Boston Bolts U14,Volley,Goal,86.0,45.0
558,Boston Bolts U14,Normal,SOT,99.0,42.0
559,Boston Bolts U14,First Time,Shot,93.0,33.0
560,Boston Bolts U14,First Time,Blocked,90.0,53.0
561,Boston Bolts U14,Normal,Blocked,80.0,55.0
562,Boston Bolts U14,Normal,SOT,93.0,40.0
563,Boston Bolts U14,Normal,Shot,80.0,49.0
564,Boston Bolts U14,Normal,SOT,82.0,79.0
565,Boston Bolts U14,Normal,Blocked,76.0,46.0
566,Boston Bolts U14,Normal,Shot,88.0,31.0
567,Boston Bolts U14,Normal,SOT,93.0,42.0
568,Boston Bolts U14,Normal,SOT,77.0,47.0
569,Boston Bolts U14,Normal,Blocked,90.0,37.0
570,Boston Bolts U14,Normal,Blocked,79.0,34.0
571,Boston Bolts U14,Volley,Shot,93.0,53.0
572,Boston Bolts U14,Normal,Shot,95.0,64.0
573,Boston Bolts U14,Normal,Goal,83.0,34.0
574,Boston Bolts U14,Volley,Shot,85.0,52.0
575,Boston Bolts U14,Normal,Blocked,89.0,41.0
576,Boston Bolts U14,Normal,Blocked,89.0,30.0
577,Boston Bolts U14,Normal,SOT,74.0,65.0
578,Boston Bolts U14,Normal,SOT,72.0,70.0
579,Boston Bolts U14,Volley,Shot,97.0,50.0
580,Boston Bolts U14,1 on 1,Goal,90.0,43.0
581,Boston Bolts U14,Volley,Goal,87.0,56.0
582,Boston Bolts U14,Normal,Shot,84.0,44.0
583,Boston Bolts U14,First Time,Shot,90.0,39.0
584,Boston Bolts U14,Normal,Blocked,76.0,57.0
585,Boston Bolts U14,Normal,Goal,78.0,53.0
586,Boston Bolts U14,First Time,Shot,97.0,59.0
587,Boston Bolts U14,Normal,Blocked,92.0,61.0
588,Boston Bolts U14,Normal,Blocked,75.0,26.0
589,Boston Bolts U14,First Time,Goal,97.0,51.0
590,Boston Bolts U14,First Time,Shot,92.0,66.0
591,Boston Bolts U14,Normal,SOT,92.0,38.0
592,Boston Bolts U14,Normal,Goal,97.0,34.0
593,Boston Bolts U14,First Time,Goal,89.0,63.0
594,Boston Bolts U14,Normal,Goal,89.0,46.0
595,Boston Bolts U14,Normal,Blocked,73.0,64.0
596,Boston Bolts U14,Normal,Blocked,87.0,56.0
597,Boston Bolts U14,First Time,Shot,94.0,46.0
598,Boston Bolts U14,Volley,Shot,88.0,59.0
599,Boston Bolts U14,First Time,Shot,95.0,32.0
600,Boston Bolts U14,Normal,Blocked,80.0,66.0
601,Boston Bolts U14,Normal,Shot,85.0,53.0
602,Boston Bolts U14,Normal,SOT,91.0,35.0
603,Boston Bolts U14,Volley,SOT,91.0,45.0
604,Boston Bolts U14,Normal,Blocked,82.0,32.0
605,Boston Bolts U14,Normal,Shot,84.0,36.0
606,Boston Bolts U15,First Time,Goal,93.0,52.0
607,Boston Bolts U15,First Time,Shot,77.0,64.0
608,Boston Bolts U15,Normal,Blocked,86.0,50.0
609,Boston Bolts U15,Volley,SOT,87.0,55.0
610,Boston Bolts U15,First Time,SOT,92.0,49.0
611,Boston Bolts U15,Normal,Shot,78.0,53.0
612,Boston Bolts U15,Normal,SOT,70.0,51.0
613,Boston Bolts U15,Normal,Blocked,91.0,67.0
614,Boston Bolts U15,Normal,Shot,75.0,43.0
615,Boston Bolts U15,Normal,SOT,69.0,59.0
616,Boston Bolts U15,Normal,SOT,70.0,69.0
617,Boston Bolts U15,First Time,SOT,92.0,69.0
618,Boston Bolts U15,Normal,SOT,77.0,20.0
619,Boston Bolts U15,Normal,Goal,84.0,35.0
620,Boston Bolts U15,Normal,Goal,83.0,57.0
621,Boston Bolts U15,Normal,Shot,78.0,41.0
622,Boston Bolts U15,Normal,SOT,93.0,31.0
623,Boston Bolts U15,Normal,Goal,87.0,58.0
624,Boston Bolts U15,Volley,Goal,95.0,43.0
625,Boston Bolts U15,Normal,Shot,72.0,38.0
626,Boston Bolts U15,First Time,Goal,92.0,60.0
627,Boston Bolts U15,First Time,Goal,89.0,58.0
628,Boston Bolts U15,Normal,Shot,76.0,35.0
629,Boston Bolts U15,Normal,SOT,96.0,66.0
630,Boston Bolts U15,Normal,Blocked,94.0,50.0
631,Boston Bolts U15,First Time,Shot,92.0,65.0
632,Boston Bolts U15,First Time,Goal,79.0,56.0
633,Boston Bolts U15,First Time,Blocked,88.0,59.0
634,Boston Bolts U15,Normal,Blocked,74.0,34.0
635,Boston Bolts U15,Normal,Shot,79.0,68.0
636,Boston Bolts U15,Normal,SOT,83.0,67.0
637,Boston Bolts U15,Normal,SOT,76.0,29.0
638,Boston Bolts U15,Normal,Blocked,78.0,57.0
639,Boston Bolts U15,Normal,SOT,93.0,67.0
640,Boston Bolts U15,Normal,Blocked,94.0,60.0
641,Boston Bolts U15,Normal,SOT,75.0,29.0
642,Boston Bolts U15,Normal,SOT,78.0,32.0
643,Boston Bolts U15,Normal,Shot,80.0,46.0
644,Boston Bolts U15,First Time,SOT,92.0,39.0
645,Boston Bolts U15,Normal,Shot,79.0,47.0
646,Boston Bolts U15,Normal,SOT,72.0,32.0
647,Boston Bolts U15,Normal,Shot,97.0,64.0
648,Boston Bolts U15,Normal,Shot,83.0,70.0
649,Boston Bolts U15,First Time,SOT,86.0,53.0
650,Boston Bolts U15,Normal,SOT,93.0,67.0
651,Boston Bolts U15,Normal,SOT,73.0,50.0
652,Boston Bolts U15,Normal,Shot,85.0,65.0
653,Boston Bolts U15,Normal,Goal,86.0,33.0
654,Boston Bolts U15,Normal,Shot,75.0,30.0
655,Boston Bolts U15,1 on 1,Shot,92.0,38.0
656,Boston Bolts U15,Normal,Shot,92.0,30.0
657,Boston Bolts U15,Volley,Shot,84.0,29.0
658,Boston Bolts U15,Normal,Shot,89.0,68.0
659,Boston Bolts U15,Volley,Shot,80.0,61.0
660,Boston Bolts U15,First Time,SOT,97.0,61.0
661,Boston Bolts U15,Normal,SOT,82.0,63.0
662,Boston Bolts U15,Normal,SOT,81.0,65.0
663,Boston Bolts U15,First Time,Blocked,84.0,38.0
664,Boston Bolts U15,Normal,Shot,76.0,53.0
665,Boston Bolts U15,First Time,Shot,88.0,63.0
666,Boston Bolts U15,First Time,Blocked,94.0,36.0
667,Boston Bolts U15,First Time,SOT,67.0,62.0
668,Boston Bolts U15,Normal,Goal,98.0,35.0
669,Boston Bolts U15,First Time,Blocked,94.0,61.0
670,Boston Bolts U15,Volley,Shot,94.0,62.0
671,Boston Bolts U15,First Time,Blocked,91.0,38.0
672,Boston Bolts U15,Volley,Shot,95.0,56.0
673,Boston Bolts U15,First Time,Shot,86.0,50.0
674,Boston Bolts U15,First Time,Shot,91.0,32.0
675,Boston Bolts U15,Normal,SOT,82.0,35.0
676,Boston Bolts U15,First Time,Goal,92.0,58.0
677,Boston Bolts U15,First Time,Shot,81.0,43.0
678,Boston Bolts U15,Normal,Goal,92.0,40.0
679,Boston Bolts U15,Normal,Shot,87.0,65.0
680,Boston Bolts U15,Normal,Shot,74.0,38.0
681,Boston Bolts U15,Normal,SOT,82.0,28.0
682,Boston Bolts U15,Normal,SOT,94.0,32.0
683,Boston Bolts U15,Normal,SOT,77.0,56.0
684,Boston Bolts U15,Normal,SOT,99.0,64.0
685,Boston Bolts U15,First Time,SOT,84.0,30.0
686,Boston Bolts U15,Normal,Shot,91.0,30.0
687,Boston Bolts U15,Normal,Goal,87.0,59.0
688,Boston Bolts U15,Normal,Shot,73.0,61.0
689,Boston Bolts U15,First Time,Goal,83.0,74.0
690,Boston Bolts U15,Normal,Goal,87.0,55.0
691,Boston Bolts U15,Normal,SOT,89.0,65.0
692,Boston Bolts U15,First Time,Goal,91.0,45.0
693,Boston Bolts U15,Normal,SOT,72.0,36.0
694,Boston Bolts U15,Normal,Shot,78.0,44.0
695,Boston Bolts U15,First Time,SOT,91.0,35.0
696,Boston Bolts U15,First Time,Blocked,87.0,57.0
697,Boston Bolts U15,Normal,Shot,84.0,69.0
698,Boston Bolts U15,Normal,Blocked,85.0,35.0
699,Boston Bolts U15,Volley,Shot,83.0,50.0
700,Boston Bolts U15,Normal,SOT,79.0,49.0
701,Boston Bolts U15,First Time,Shot,94.0,47.0
702,Boston Bolts U15,Normal,Blocked,86.0,64.0
703,Boston Bolts U15,Normal,Blocked,74.0,58.0
704,Boston Bolts U15,First Time,Shot,84.0,31.0
705,Boston Bolts U15,Normal,Goal,77.0,59.0
706,Boston Bolts U15,Normal,Blocked,77.0,69.0
707,Boston Bolts U15,First Time,SOT,95.0,43.0
708,Boston Bolts U15,Normal,Blocked,88.0,61.0
709,Boston Bolts U15,Volley,Blocked,84.0,64.0
710,Boston Bolts U15,Normal,Blocked,89.0,40.0
711,Boston Bolts U15,Volley,SOT,95.0,49.0
712,Boston Bolts U15,First Time,Goal,98.0,43.0
713,Boston Bolts U15,Normal,Goal,93.0,61.0
714,Boston Bolts U15,Volley,Shot,93.0,51.0
715,Boston Bolts U15,Normal,SOT,78.0,59.0
716,Boston Bolts U15,Normal,Blocked,87.0,42.0
717,Boston Bolts U15,First Time,Shot,85.0,30.0
718,Boston Bolts U15,Normal,Goal,89.0,34.0
719,Boston Bolts U15,Normal,SOT,75.0,44.0
720,Boston Bolts U15,Normal,Shot,90.0,33.0
721,Boston Bolts U15,Volley,Shot,98.0,50.0
722,Boston Bolts U15,First Time,Blocked,95.0,57.0
723,Boston Bolts U15,Volley,Goal,89.0,60.0
724,Boston Bolts U15,First Time,SOT,83.0,42.0
725,Boston Bolts U15,Normal,SOT,73.0,38.0
726,Boston Bolts U15,Normal,Goal,89.0,42.0
727,Boston Bolts U15,Normal,SOT,71.0,60.0
728,Boston Bolts U15,First Time,SOT,93.0,57.0
729,Boston Bolts U15,First Time,Shot,80.0,44.0
730,Boston Bolts U15,First Time,Shot,88.0,67.0
731,Boston Bolts U15,First Time,SOT,89.0,42.0
732,Boston Bolts U15,First Time,Goal,97.0,56.0
733,Boston Bolts U15,Volley,Shot,93.0,34.0
734,Boston Bolts U15,Normal,Shot,79.0,23.0
735,Boston Bolts U15,1 on 1,Goal,89.0,42.0
736,Boston Bolts U15,Normal,Blocked,72.0,37.0
737,Boston Bolts U15,First Time,Goal,96.0,48.0
738,Boston Bolts U15,First Time,Shot,71.0,29.0
739,Boston Bolts U15,Normal,SOT,75.0,38.0
740,Boston Bolts U15,Normal,Blocked,95.0,69.0
741,Boston Bolts U15,Normal,SOT,69.0,38.0
742,Boston Bolts U15,First Time,Goal,95.0,53.0
743,Boston Bolts U15,Normal,SOT,95.0,36.0
744,Boston Bolts U15,Normal,Shot,78.0,27.0
745,Boston Bolts U15,First Time,Blocked,85.0,35.0
746,Boston Bolts U15,Normal,Blocked,91.0,38.0
747,Boston Bolts U15,Normal,Goal,97.0,58.0
748,Boston Bolts U15,Normal,SOT,86.0,32.0
749,Boston Bolts U15,Normal,Shot,75.0,34.0
750,Boston Bolts U15,First Time,SOT,77.0,51.0
751,Boston Bolts U15,Normal,Shot,79.0,61.0
752,Boston Bolts U15,Normal,Shot,91.0,62.0
753,Boston Bolts U15,First Time,Goal,95.0,49.0
754,Boston Bolts U15,Normal,Shot,77.0,35.0
755,Boston Bolts U15,Normal,SOT,82.0,32.0
756,Boston Bolts U15,Normal,Goal,92.0,32.0
757,Boston Bolts U15,First Time,SOT,91.0,33.0
758,Boston Bolts U15,Normal,Shot,97.0,32.0
759,Boston Bolts U15,Normal,Blocked,84.0,62.0
760,Boston Bolts U15,Normal,Blocked,90.0,34.0
761,Boston Bolts U15,Normal,SOT,74.0,49.0
762,Boston Bolts U15,Normal,Shot,74.0,39.0
763,Boston Bolts U15,Normal,Shot,68.0,53.0
764,Boston Bolts U15,Normal,Shot,74.0,48.0
765,Boston Bolts U15,Normal,Shot,79.0,43.0
766,Boston Bolts U15,First Time,SOT,93.0,40.0
767,Boston Bolts U15,Normal,SOT,78.0,49.0
768,Boston Bolts U15,Normal,SOT,83.0,26.0
769,Boston Bolts U15,Volley,Shot,94.0,45.0
770,Boston Bolts U15,Normal,Blocked,83.0,47.0
771,Boston Bolts U15,Normal,Shot,75.0,50.0
772,Boston Bolts U15,First Time,Shot,84.0,33.0
773,Boston Bolts U15,First Time,Shot,92.0,64.0
774,Boston Bolts U15,First Time,Shot,94.0,36.0
775,Boston Bolts U15,Normal,SOT,89.0,70.0
776,Boston Bolts U15,First Time,Shot,90.0,39.0
777,Boston Bolts U15,First Time,Shot,98.0,55.0
778,Boston Bolts U15,Normal,Shot,80.0,48.0
779,Boston Bolts U15,First Time,Goal,94.0,43.0
780,Boston Bolts U15,Normal,Blocked,81.0,41.0
781,Boston Bolts U15,First Time,Shot,84.0,75.0
782,Boston Bolts U15,Volley,Shot,86.0,56.0
783,Boston Bolts U15,Volley,Shot,94.0,39.0
784,Boston Bolts U15,First Time,Goal,85.0,48.0
785,Boston Bolts U15,1 on 1,Goal,87.0,43.0
786,Boston Bolts U15,Normal,Blocked,93.0,59.0
787,Boston Bolts U15,Volley,Shot,95.0,42.0
788,Boston Bolts U15,Volley,Goal,94.0,49.0
789,Boston Bolts U15,Normal,SOT,80.0,69.0
790,Boston Bolts U15,Normal,SOT,75.0,57.0
791,Boston Bolts U15,Normal,SOT,86.0,66.0
792,Boston Bolts U15,Normal,Goal,81.0,52.0
793,Boston Bolts U17,Normal,SOT,85.0,38.0
794,Boston Bolts U17,First Time,Shot,76.0,51.0
795,Boston Bolts U17,Normal,Shot,74.0,49.0
796,Boston Bolts U17,Normal,Shot,79.0,41.0
797,Boston Bolts U17,Normal,SOT,86.0,29.0
798,Boston Bolts U17,Normal,Shot,86.0,50.0
799,Boston Bolts U17,Normal,Shot,76.0,50.0
800,Boston Bolts U17,1 on 1,Goal,92.0,54.0
801,Boston Bolts U17,Normal,Shot,91.0,69.0
802,Boston Bolts U17,First Time,Shot,90.0,36.0
803,Boston Bolts U17,Normal,Goal,79.0,35.0
804,Boston Bolts U17,Normal,Shot,89.0,69.0
805,Boston Bolts U17,Normal,Shot,78.0,44.0
806,Boston Bolts U17,Normal,Blocked,90.0,69.0
807,Boston Bolts U17,Normal,Blocked,87.0,36.0
808,Boston Bolts U17,Normal,Blocked,88.0,45.0
809,Boston Bolts U17,Normal,Shot,95.0,30.0
810,Boston Bolts U17,Normal,Shot,69.0,53.0
811,Boston Bolts U17,Normal,Shot,90.0,66.0
812,Boston Bolts U17,Normal,Blocked,82.0,50.0
813,Boston Bolts U17,Volley,Shot,91.0,67.0
814,Boston Bolts U17,Normal,Goal,94.0,60.0
815,Boston Bolts U17,Normal,Blocked,89.0,77.0
816,Boston Bolts U17,Normal,Goal,95.0,44.0
817,Boston Bolts U17,Normal,Goal,84.0,45.0
818,Boston Bolts U17,Normal,Shot,83.0,44.0
819,Boston Bolts U17,1 on 1,Goal,92.0,67.0
820,Boston Bolts U17,Normal,SOT,79.0,61.0
821,Boston Bolts U17,Normal,Shot,91.0,70.0
822,Boston Bolts U17,Normal,SOT,91.0,68.0
823,Boston Bolts U17,Normal,SOT,90.0,39.0
824,Boston Bolts U17,Normal,SOT,91.0,69.0
825,Boston Bolts U17,Volley,Shot,76.0,43.0
826,Boston Bolts U17,Normal,SOT,92.0,66.0
827,Boston Bolts U17,Normal,Shot,82.0,29.0
828,Boston Bolts U17,Normal,Shot,87.0,54.0
829,Boston Bolts U17,Normal,Blocked,79.0,35.0
830,Boston Bolts U17,Normal,SOT,95.0,43.0
831,Boston Bolts U17,Normal,SOT,94.0,68.0
832,Boston Bolts U17,Normal,Shot,94.0,50.0
833,Boston Bolts U17,Normal,SOT,94.0,32.0
834,Boston Bolts U17,Normal,Goal,79.0,32.0
835,Boston Bolts U17,First Time,Goal,89.0,55.0
836,Boston Bolts U17,Normal,SOT,94.0,67.0
837,Boston Bolts U17,Normal,SOT,94.0,32.0
838,Boston Bolts U17,Volley,Shot,92.0,31.0
839,Boston Bolts U17,Normal,Blocked,96.0,33.0
840,Boston Bolts U17,Normal,Shot,83.0,29.0
841,Boston Bolts U17,Normal,SOT,79.0,58.0
842,Boston Bolts U17,Normal,Blocked,90.0,36.0
843,Boston Bolts U17,Normal,Blocked,87.0,45.0
844,Boston Bolts U17,Normal,Goal,94.0,67.0
845,Boston Bolts U17,Normal,Shot,73.0,71.0
846,Boston Bolts U17,Normal,Blocked,90.0,39.0
847,Boston Bolts U17,Normal,Shot,77.0,59.0
848,Boston Bolts U17,Normal,SOT,94.0,69.0
849,Boston Bolts U17,Normal,Blocked,82.0,42.0
850,Boston Bolts U17,Normal,Goal,96.0,68.0
851,Boston Bolts U17,Normal,SOT,97.0,34.0
852,Boston Bolts U17,First Time,Goal,90.0,40.0
853,Boston Bolts U17,Normal,SOT,78.0,55.0
854,Boston Bolts U17,Volley,Shot,87.0,73.0
855,Boston Bolts U17,First Time,Shot,92.0,62.0
856,Boston Bolts U13,First Time,SOT,89.0,57.0
857,Boston Bolts U13,Normal,Goal,94.0,66.0
858,Boston Bolts U13,Volley,Shot,78.0,31.0
859,Boston Bolts U13,Normal,SOT,70.0,63.0
860,Boston Bolts U13,Normal,SOT,76.0,26.0
861,Boston Bolts U13,Normal,Blocked,77.0,61.0
862,Boston Bolts U13,Normal,SOT,78.0,70.0
863,Boston Bolts U13,Normal,Shot,95.0,70.0
864,Boston Bolts U13,First Time,Goal,88.0,58.0
865,Boston Bolts U13,Volley,Shot,84.0,37.0
866,Boston Bolts U13,Volley,SOT,88.0,67.0
867,Boston Bolts U13,Normal,Shot,76.0,55.0
868,Boston Bolts U13,Normal,Blocked,79.0,49.0
869,Boston Bolts U13,Normal,Shot,92.0,54.0
870,Boston Bolts U13,Normal,Goal,93.0,56.0
871,Boston Bolts U13,1 on 1,Goal,94.0,64.0
872,Boston Bolts U13,Normal,Blocked,98.0,35.0
873,Boston Bolts U13,Normal,SOT,89.0,67.0
874,Boston Bolts U13,Volley,Shot,91.0,62.0
875,Boston Bolts U13,First Time,Goal,95.0,47.0
876,Boston Bolts U13,Normal,SOT,92.0,40.0
877,Boston Bolts U13,Normal,SOT,83.0,28.0
878,Boston Bolts U13,First Time,Shot,92.0,58.0
879,Boston Bolts U13,Normal,Shot,83.0,48.0
880,Boston Bolts U13,Normal,Goal,93.0,29.0
881,Boston Bolts U13,Normal,Blocked,86.0,29.0
882,Boston Bolts U13,Normal,Shot,86.0,41.0
883,Boston Bolts U13,Normal,Shot,91.0,69.0
884,Boston Bolts U13,Normal,Shot,79.0,30.0
885,Boston Bolts U13,Normal,Shot,65.0,58.0
886,Boston Bolts U13,Normal,Shot,75.0,60.0
887,Boston Bolts U13,Normal,Goal,96.0,37.0
888,Boston Bolts U13,Normal,Shot,89.0,56.0
889,Boston Bolts U13,First Time,Shot,95.0,70.0
890,Boston Bolts U13,Volley,Goal,94.0,48.0
891,Boston Bolts U13,Volley,SOT,93.0,54.0
892,Boston Bolts U13,Normal,Goal,96.0,44.0
893,Boston Bolts U13,Normal,SOT,90.0,67.0
894,Boston Bolts U13,First Time,SOT,91.0,45.0
895,Boston Bolts U13,Normal,SOT,88.0,65.0
896,Boston Bolts U13,Volley,Shot,84.0,50.0
897,Boston Bolts U13,First Time,Shot,85.0,45.0
898,Boston Bolts U13,First Time,Shot,93.0,49.0
899,Boston Bolts U13,Normal,SOT,81.0,51.0
900,Boston Bolts U13,Normal,SOT,75.0,46.0
901,Boston Bolts U13,Normal,SOT,79.0,70.0
902,Boston Bolts U13,Normal,Blocked,78.0,54.0
903,Boston Bolts U13,Normal,Blocked,76.0,57.0
904,Boston Bolts U13,Normal,SOT,80.0,28.0
905,Boston Bolts U13,Normal,Shot,74.0,28.0
906,Boston Bolts U13,Normal,Shot,89.0,35.0
907,Boston Bolts U13,First Time,Shot,87.0,43.0
908,Boston Bolts U13,Normal,SOT,70.0,71.0
909,Boston Bolts U13,Normal,SOT,81.0,70.0
910,Boston Bolts U13,Normal,SOT,88.0,27.0
911,Boston Bolts U13,First Time,Shot,94.0,47.0
912,Boston Bolts U13,First Time,Shot,90.0,33.0
913,Boston Bolts U13,First Time,Shot,84.0,51.0
914,Boston Bolts U17,Volley,SOT,93.0,69.0
915,Boston Bolts U17,Normal,Goal,89.0,57.0
916,Boston Bolts U17,Normal,Blocked,87.0,59.0
917,Boston Bolts U17,First Time,Blocked,87.0,50.0
918,Boston Bolts U17,Normal,Shot,81.0,28.0
919,Boston Bolts U17,Normal,Shot,78.0,34.0
920,Boston Bolts U17,Normal,Goal,93.0,60.0
921,Boston Bolts U17,First Time,SOT,90.0,29.0
922,Boston Bolts U17,Normal,SOT,86.0,29.0
923,Boston Bolts U17,Normal,Shot,84.0,65.0
924,Boston Bolts U17,Normal,Shot,95.0,35.0
925,Boston Bolts U17,Normal,Blocked,92.0,66.0
926,Boston Bolts U17,Volley,SOT,86.0,50.0
927,Boston Bolts U17,Volley,Blocked,82.0,38.0
928,Boston Bolts U17,First Time,Shot,90.0,35.0
929,Boston Bolts U17,Normal,SOT,96.0,35.0
930,Boston Bolts U17,Normal,SOT,97.0,62.0
931,Boston Bolts U17,Normal,Blocked,86.0,47.0
932,Boston Bolts U17,Normal,SOT,83.0,65.0
933,Boston Bolts U17,Volley,Blocked,83.0,63.0
934,Boston Bolts U17,Volley,Shot,90.0,62.0
935,Boston Bolts U17,First Time,Shot,94.0,43.0
936,Boston Bolts U17,Normal,Blocked,85.0,28.0
937,Boston Bolts U17,Normal,Shot,88.0,80.0
938,Boston Bolts U17,Normal,Blocked,79.0,65.0
939,Boston Bolts U17,Normal,Shot,78.0,47.0
940,Boston Bolts U17,Normal,SOT,98.0,67.0
941,Boston Bolts U17,Volley,SOT,90.0,31.0
942,Boston Bolts U17,Normal,SOT,92.0,30.0
943,Boston Bolts U17,First Time,Shot,95.0,30.0
944,Boston Bolts U17,Normal,Shot,96.0,67.0
945,Boston Bolts U17,First Time,SOT,85.0,33.0
946,Boston Bolts U17,First Time,Blocked,80.0,54.0
947,Boston Bolts U17,Normal,Goal,82.0,29.0
948,Boston Bolts U17,Normal,Blocked,78.0,52.0
949,Boston Bolts U17,Normal,SOT,77.0,50.0
950,Boston Bolts U17,First Time,SOT,94.0,33.0
951,Boston Bolts U17,Normal,Goal,96.0,27.0
952,Boston Bolts U17,First Time,Shot,90.0,43.0
953,Boston Bolts U17,First Time,Blocked,80.0,50.0
954,Boston Bolts U17,First Time,Blocked,87.0,49.0
955,Boston Bolts U17,Normal,Shot,94.0,48.0
956,Boston Bolts U17,Normal,SOT,77.0,51.0
957,Boston Bolts U17,First Time,Shot,92.0,66.0
958,Boston Bolts U17,Normal,SOT,74.0,53.0
959,Boston Bolts U17,Normal,Goal,80.0,42.0
960,Boston Bolts U17,Normal,Shot,87.0,76.0
961,Boston Bolts U17,First Time,Blocked,95.0,47.0
962,Boston Bolts U17,First Time,SOT,94.0,50.0
963,Boston Bolts U17,First Time,Blocked,96.0,46.0
964,Boston Bolts U17,Normal,SOT,81.0,31.0
965,Boston Bolts U17,Volley,Shot,86.0,66.0
966,Boston Bolts U17,Normal,SOT,74.0,32.0
967,Boston Bolts U17,Normal,Shot,87.0,29.0
968,Boston Bolts U17,Normal,Shot,86.0,70.0
969,Boston Bolts U17,Normal,Shot,62.0,68.0
970,Boston Bolts U17,Normal,Shot,77.0,43.0
971,Boston Bolts U17,Normal,Shot,73.0,68.0
972,Boston Bolts U17,Volley,Shot,74.0,56.0
973,Boston Bolts U17,Normal,Shot,92.0,67.0
974,Boston Bolts U17,First Time,Shot,89.0,57.0
975,Boston Bolts U17,Normal,Blocked,93.0,71.0
976,Boston Bolts U17,Normal,SOT,82.0,41.0
977,Boston Bolts U17,Normal,Shot,92.0,69.0
978,Boston Bolts U17,Normal,Shot,87.0,52.0
979,Boston Bolts U17,First Time,SOT,95.0,34.0
980,Boston Bolts U17,Volley,Blocked,93.0,38.0
981,Boston Bolts U17,First Time,Goal,94.0,35.0
982,Boston Bolts U17,First Time,Goal,95.0,46.0
983,Boston Bolts U17,First Time,SOT,90.0,52.0
984,Boston Bolts U17,Volley,Shot,84.0,54.0
985,Boston Bolts U17,First Time,SOT,88.0,64.0
986,Boston Bolts U17,Normal,SOT,95.0,67.0
987,Boston Bolts U17,Normal,Blocked,92.0,61.0
